"Binomial.1.2","Order.1.2","Family.1.2","Genus.1.2","Species.1.2","Terrestrial","Marine","Freshwater","Aerial","Life.Habit.Method","Life.Habit.Source","Mass.g","Mass.Method","Mass.Source","Mass.Comparison","Mass.Comparison.Source","Island.Endemicity","IUCN.Status.1.2","Added.IUCN.Status.1.2","Diet.Plant","Diet.Vertebrate","Diet.Invertebrate","Diet.Method","Diet.Source","scientificName"
"Chaetodipus_fallax","Rodentia","Heteromyidae","Chaetodipus","fallax",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",18.7,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaetodipus fallax"
"Chaetodipus_formosus","Rodentia","Heteromyidae","Chaetodipus","formosus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",19.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaetodipus formosus"
"Chaetodipus_goldmani","Rodentia","Heteromyidae","Chaetodipus","goldmani",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",23,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","NT","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaetodipus goldmani"
"Chaetodipus_hispidus","Rodentia","Heteromyidae","Chaetodipus","hispidus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",32,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaetodipus hispidus"
"Chaetodipus_intermedius","Rodentia","Heteromyidae","Chaetodipus","intermedius",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",16.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaetodipus intermedius"
"Chaetodipus_lineatus","Rodentia","Heteromyidae","Chaetodipus","lineatus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",23,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","DD","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaetodipus lineatus"
"Chaetodipus_nelsoni","Rodentia","Heteromyidae","Chaetodipus","nelsoni",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",15.8,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaetodipus nelsoni"
"Chaetodipus_penicillatus","Rodentia","Heteromyidae","Chaetodipus","penicillatus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",16.9,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaetodipus penicillatus"
"Chaetodipus_pernix","Rodentia","Heteromyidae","Chaetodipus","pernix",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",17,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaetodipus pernix"
"Chaetodipus_rudinoris","Rodentia","Heteromyidae","Chaetodipus","rudinoris",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",26,"Imputed","PHYLACINE 1.2.1",NA,NA,"Occurs on mainland","LC","No",100,0,0,"Transformed 000 Species","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Chaetodipus rudinoris"
"Chaetodipus_spinatus","Rodentia","Heteromyidae","Chaetodipus","spinatus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",16.4,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaetodipus spinatus"
"Chaetomys_subspinosus","Rodentia","Erethizontidae","Chaetomys","subspinosus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",1300,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","VU","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaetomys subspinosus"
"Chaetophractus_vellerosus","Cingulata","CingulataFam","Chaetophractus","vellerosus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",1030,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",30,20,50,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaetophractus vellerosus"
"Chaetophractus_villosus","Cingulata","CingulataFam","Chaetophractus","villosus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",4540,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",30,20,50,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaetophractus villosus"
"Chalinolobus_dwyeri","Chiroptera","Vespertilionidae","Chalinolobus","dwyeri",0,0,0,1,"Taxonomic","PHYLACINE 1.2",9,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","NT","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chalinolobus dwyeri"
"Chalinolobus_gouldii","Chiroptera","Vespertilionidae","Chalinolobus","gouldii",0,0,0,1,"Taxonomic","PHYLACINE 1.2",14.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chalinolobus gouldii"
"Chalinolobus_morio","Chiroptera","Vespertilionidae","Chalinolobus","morio",0,0,0,1,"Taxonomic","PHYLACINE 1.2",8.8,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chalinolobus morio"
"Chalinolobus_neocaledonicus","Chiroptera","Vespertilionidae","Chalinolobus","neocaledonicus",0,0,0,1,"Taxonomic","PHYLACINE 1.2",11.9,"Assumed isometric based on forearm length","Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994)","Chalinolobus_nigrogriseus","Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994)","Occurs only on isolated islands","EN","No",0,0,100,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Chalinolobus neocaledonicus"
"Chalinolobus_nigrogriseus","Chiroptera","Vespertilionidae","Chalinolobus","nigrogriseus",0,0,0,1,"Taxonomic","PHYLACINE 1.2",8.8,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chalinolobus nigrogriseus"
"Chalinolobus_picatus","Chiroptera","Vespertilionidae","Chalinolobus","picatus",0,0,0,1,"Taxonomic","PHYLACINE 1.2",5.1,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","NT","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chalinolobus picatus"
"Chalinolobus_tuberculatus","Chiroptera","Vespertilionidae","Chalinolobus","tuberculatus",0,0,0,1,"Taxonomic","PHYLACINE 1.2",8.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","VU","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chalinolobus tuberculatus"
"Cheirogaleus_crossleyi","Primates","Cheirogaleidae","Cheirogaleus","crossleyi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",375,"Reported","Garbutt N. Mammals of Madagascar a Complete Guide (2007)",NA,NA,"Occurs only on isolated islands","DD","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cheirogaleus crossleyi"
"Cheirogaleus_major","Primates","Cheirogaleidae","Cheirogaleus","major",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",450,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","DD","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cheirogaleus major"
"Cheirogaleus_medius","Primates","Cheirogaleidae","Cheirogaleus","medius",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",181,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cheirogaleus medius"
"Cheirogaleus_minusculus","Primates","Cheirogaleidae","Cheirogaleus","minusculus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",199.9,"Assumed isometric based on skull size","International Journal of Primatology 21: 943-962 (2000)","Cheirogaleus_crossleyi","International Journal of Primatology 21: 943-962 (2000)","Occurs only on isolated islands","DD","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cheirogaleus minusculus"
"Cheirogaleus_sibreei","Primates","Cheirogaleidae","Cheirogaleus","sibreei",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",285.5,"Assumed isometric based on skull size","International Journal of Primatology 21: 943-962 (2000)","Cheirogaleus_crossleyi","International Journal of Primatology 21: 943-962 (2000)","Occurs only on isolated islands","CR","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cheirogaleus sibreei"
"Cheiromeles_parvidens","Chiroptera","Molossidae","Cheiromeles","parvidens",0,0,0,1,"Taxonomic","PHYLACINE 1.2",114.6,"Assumed isometric based on forearm length","Fieldiana Zoology 69: 1-44 (1992)","Cheiromeles_torquatus","Fieldiana Zoology 69: 1-44 (1992)","Occurs only on isolated islands","LC","No",0,0,100,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Cheiromeles parvidens"
"Cheiromeles_torquatus","Chiroptera","Molossidae","Cheiromeles","torquatus",0,0,0,1,"Taxonomic","PHYLACINE 1.2",163.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cheiromeles torquatus"
"Chelemys_delfini","Rodentia","Cricetidae","Chelemys","delfini",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",28.2,"Assumed isometric. It is not stated in the article if it is total or head-body length","Mammalia 54: 457-469 (1978)","Chelemys_megalonyx","Mammalia 54: 457-469 (1978)","Occurs on mainland","DD","No",57,0,43,"Imputed 000 Species","PHYLACINE 1.2.1","Chelemys delfini"
"Chelemys_macronyx","Rodentia","Cricetidae","Chelemys","macronyx",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",73.3,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",70,0,30,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chelemys macronyx"
"Chelemys_megalonyx","Rodentia","Cricetidae","Chelemys","megalonyx",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",50.8,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","NT","No",70,0,30,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chelemys megalonyx"
"Chibchanomys_orcesi","Rodentia","Cricetidae","Chibchanomys","orcesi",1,0,1,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",37.5,"Reported","Bulletin of the British Museum. Zoology 63: 123-128(1997)",NA,NA,"Occurs on mainland","DD","No",0,20,80,"Transformed 000 Species","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Chibchanomys orcesi"
"Chibchanomys_trichotis","Rodentia","Cricetidae","Chibchanomys","trichotis",1,0,1,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",50,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","DD","No",0,20,80,"Transformed 000 Species","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Chibchanomys trichotis"
