"year","ghf","analysis_unit","file_name"
2018,70.5527232345667,"file_103_unit_1_7_28day","processed_Russia_DaleMiquellesabz_2017-2018.csv"
2018,70.5527232345667,"file_103_unit_1_8_28day","processed_Russia_DaleMiquellesabz_2017-2018.csv"
2018,70.5527232345667,"file_103_unit_1_9_28day","processed_Russia_DaleMiquellesabz_2017-2018.csv"
2018,70.5527232345667,"file_104_unit_1_1_28day","processed_Russia_DaleMiquellesabz_2018-2019.csv"
2018,70.5527232345667,"file_104_unit_1_1_56day","processed_Russia_DaleMiquellesabz_2018-2019.csv"
2018,70.5527232345667,"file_104_unit_1_1_allday","processed_Russia_DaleMiquellesabz_2018-2019.csv"
2018,70.5527232345667,"file_104_unit_1_2_28day","processed_Russia_DaleMiquellesabz_2018-2019.csv"
2018,70.5527232345667,"file_104_unit_1_3_28day","processed_Russia_DaleMiquellesabz_2018-2019.csv"
2018,70.5527232345667,"file_104_unit_1_4_28day","processed_Russia_DaleMiquellesabz_2018-2019.csv"
2019,73.6839634546464,"file_104_unit_1_5_28day","processed_Russia_DaleMiquellesabz_2018-2019.csv"
2019,73.6839634546464,"file_104_unit_1_6_28day","processed_Russia_DaleMiquellesabz_2018-2019.csv"
2019,73.6839634546464,"file_104_unit_1_7_28day","processed_Russia_DaleMiquellesabz_2018-2019.csv"
2019,73.6839634546464,"file_105_unit_1_1_28day","processed_Russia_DaleMiquellesabz_2019-2020.csv"
2019,73.6839634546464,"file_105_unit_1_1_allday","processed_Russia_DaleMiquellesabz_2019-2020.csv"
2019,73.6839634546464,"file_105_unit_1_2_28day","processed_Russia_DaleMiquellesabz_2019-2020.csv"
2019,73.6839634546464,"file_105_unit_1_3_28day","processed_Russia_DaleMiquellesabz_2019-2020.csv"
2019,73.6839634546464,"file_105_unit_1_4_28day","processed_Russia_DaleMiquellesabz_2019-2020.csv"
2020,75.9800111049417,"file_105_unit_1_5_28day","processed_Russia_DaleMiquellesabz_2019-2020.csv"
2020,75.9800111049417,"file_105_unit_1_6_28day","processed_Russia_DaleMiquellesabz_2019-2020.csv"
2020,75.9800111049417,"file_105_unit_1_7_28day","processed_Russia_DaleMiquellesabz_2019-2020.csv"
2020,75.9800111049417,"file_106_unit_1_1_28day","processed_Russia_DaleMiquellesabz_2020-2021.csv"
2020,75.9800111049417,"file_106_unit_1_1_allday","processed_Russia_DaleMiquellesabz_2020-2021.csv"
2020,75.9800111049417,"file_106_unit_1_2_28day","processed_Russia_DaleMiquellesabz_2020-2021.csv"
2020,75.9800111049417,"file_106_unit_1_2_56day","processed_Russia_DaleMiquellesabz_2020-2021.csv"
2020,75.9800111049417,"file_106_unit_1_3_28day","processed_Russia_DaleMiquellesabz_2020-2021.csv"
2020,75.9800111049417,"file_106_unit_1_4_28day","processed_Russia_DaleMiquellesabz_2020-2021.csv"
2020,75.9800111049417,"file_106_unit_1_5_28day","processed_Russia_DaleMiquellesabz_2020-2021.csv"
2021,75.9800111049417,"file_106_unit_1_6_28day","processed_Russia_DaleMiquellesabz_2020-2021.csv"
